firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48,mom49
65832,0.4145440742,-0.003894183,4.1926895307,0.0089019686,0.9398859871,1.0730450769,0.0245195092,0.3996105879,0.5010893143,0.0022740985,0.7243288823,-0.03715338,-11.07751028,0.0392436642,0.0371533795,11.0,0.0560658579,0.2813636364,0.3874079768,-0.013877001,0.1047884289,0.0903978748,-0.068863227,0.3611159683,-0.019168862,0.4513700816,0.0,1.6197801487,0.1471080799,0.9324409958,0.1822351173,30.251611655,3.9406049511,0.0512441465,0.0,0.0,1.0,0.0,1.0,1.0603470197,4.0,15.031355859,0.0511586821,-0.033977281,-1.037483612,0.0983069793,0.1148951068,-932.3484204,0.0297952462,12.800636295,0.0004807281,0.0051268966,0.0157399152,0.0316963227,0.0146077532,-0.19859761,0.0,0.0005333333,3.7230544672,0.1119466778,5.0,11.712235235,0.4094159714,0.0,0.0287081338,0.0120295449,0.0166725413,0.8160184212,2.0347468456,1.5441883e-08,3.6070064e-08,1.4604016932,2.1327731056,-2.05879013,0.0593176071,0.5118147683,0.5682103285,0.0135135135135135,-0.2251308900523559,-0.1912568306010929,-0.0920245398773006,-0.0512820512820513,-0.0864197530864198,0.0724637681159421,0.034965034965035,0.0882352941176469,0.1935483870967742,0.3577981651376147,0.3454545454545454,0.3097345132743363,0.2649572649572649,0.15625,0.2131147540983606,0.2131147540983606,0.3214285714285714,0.3454545454545454,0.1653543307086613,0.0496453900709219,0.0136986301369863,0.2649572649572649,-0.3179723502304147,-0.3272727272727272,-0.119047619047619,-0.2251308900523559,-0.1242603550295857,-0.2780487804878049,-0.285024154589372,-0.159090909090909,-0.3211009174311926,-0.2210526315789474,-0.1395348837209302,-0.0573248407643312,-0.0067114093959731,-0.2127659574468084,-0.1956521739130434,-0.1956521739130434,-0.1542857142857142,-0.1999999999999999,-0.2448979591836735,-0.0512820512820513,-0.1137724550898203,0.0496453900709219,0.1212121212121211,0.0647482014388489,0.2333333333333334,0.1044776119402985
66413,0.7998387099,0.1756511378,-0.453961475,0.0361868846,1.8667417975,2.9190615707,0.1096612837,0.0416497099,0.2403526201,0.0023745738,-0.019415999,-0.019944696,-0.300370828,0.2284116155,0.0199446958,12.0,0.0,-0.005840686,-0.038792891,0.0291640518,-0.137994007,0.1059184578,-0.078811063,0.0973336046,0.2112465456,0.5673702011,0.0,2.463668773,0.173940509,2.463668773,0.173940509,4.0224823155,65.873075128,0.1744689836,0.0,0.0,1.0,0.0,0.0,0.6621026014,6.0,-0.103950795,-0.636543062,0.2757251812,1.1984898918,-0.136094826,0.1504562876,-158.1612371,0.3143699447,11.624661365,0.0039913707,0.0084572751,0.0280580476,0.1066402827,0.2805060915,0.0016593273,0.0,0.0076521739,2.6621143146,0.0743734539,5.0,12.356391708,1.6875310482,0.0,0.0519480519,0.0259998379,0.0279299336,0.776641935,7.1878752602,2.4770773e-08,1.0631708e-08,0.6719661474,0.4515385032,0.5055565637,0.0403777739,0.1379624559,0.0610393339,0.0849056603773585,0.2045454545454545,0.127659574468085,0.1397849462365592,0.1397849462365592,0.2926829268292683,0.2325581395348837,0.1521739130434782,0.1041666666666667,0.1041666666666667,0.06,0.092783505154639,0.1041666666666667,0.3417721518987342,0.2470588235294117,0.2045454545454545,0.06,-0.0185185185185184,0.06,-0.0275229357798164,0.0192307692307691,0.092783505154639,0.3249999999999999,0.394736842105263,0.606060606060606,0.7096774193548387,0.65625,0.7666666666666666,1.2083333333333337,1.12,1.1632653061224492,1.4651162790697674,1.864864864864865,1.3555555555555556,0.962962962962963,1.12,1.4090909090909092,1.4651162790697674,1.864864864864865,1.9444444444444449,1.864864864864865,2.117647058823529,1.717948717948718,2.0285714285714285,1.5853658536585369,1.4090909090909092,1.3555555555555556,1.2083333333333337,1.0384615384615383
21020,0.8169880062,0.0564122548,-9.737870013,0.0138556415,3.9849814743,3.9926515615,0.0675218721,0.0082790024,0.1312739315,0.0013192612,0.070166113,-0.071163558,-6.057017544,0.398102272,0.0711635577,20.0,-0.000515305,-0.076534903,0.0277689319,-0.297505793,0.4378578734,0.0901568571,0.0900712731,0.0310462589,0.0334898279,0.484737042,0.0,0.6345136345,0.0418761054,0.4965404965,0.0955141724,20.768339768,13.380597015,0.0950699705,0.0,0.0,0.0,1.0,0.0,0.5946791862,7.0,0.0348516396,-0.120520869,0.9116563085,-1.048452279,-1.898852331,0.2342159751,3102.5371352,0.0826796671,15.737348131,0.0017113807,0.0097107123,0.0558316282,0.0363219607,0.0450558813,-0.004283066,2.0,0.0006030151,-0.237223125,-0.006602586,3.0,16.588475225,2.172424724,0.0,0.0399408266,0.0164345011,0.0219481442,0.3998665765,4.0487967334,1.765101e-10,8.850805e-09,1.3195986354,1.7413405586,0.0887474237,0.0318402665,0.1270016023,0.6739131596,0.0974264705882352,0.0092764378478664,0.05019305019305,0.1124744376278119,0.2115812917594655,0.2769953051643192,0.3399014778325122,0.2335600907029478,0.3203883495145632,0.1286307053941908,0.1877729257641922,0.1452631578947367,0.2307692307692308,0.1193415637860082,0.1929824561403508,0.075098814229249,-0.0522648083623693,0.0149253731343284,0.032258064516129,-0.0303030303030302,0.0441458733205373,0.0149253731343284,0.0381679389312976,0.075098814229249,-0.03886925795053,0.0130353817504655,0.0461538461538462,0.1404612159329139,0.0793650793650793,0.0074074074074073,0.0542635658914729,0.0836653386454182,0.1903719912472647,0.2252252252252251,0.0283553875236295,0.0522243713733074,0.075098814229249,0.0244821092278719,-0.0779661016949152,-0.1096563011456628,-0.03886925795053,-0.0354609929078014,0.1549893842887473,0.0708661417322835,0.1851851851851851,0.150105708245243,0.0793650793650793,0.1193415637860082,0.0303030303030302
85041,0.5239594229,-0.197668598,-3.129407775,0.0,1.5092769428,4.9119737899,-0.113917829,0.0157922476,0.2694715698,0.0024432486,0.1776866949,0.0201911973,0.2060739711,-0.238402951,0.0201911973,11.0,-0.021962182,-0.054751326,0.0424576961,-0.168763041,-0.317108788,0.2499728408,-0.000137635,-0.016436626,-0.272344801,0.5900559794,0.0,1.5743870026,-0.234606045,0.9913955752,-0.215819619,25.753018523,6.248706723,-0.105551518,0.0,0.0,1.0,1.0,0.0,0.700875161,1.0,0.1773113659,-0.216753478,22.452167615,-1.078906794,-0.31585978,41.105400974,-244.0540145,0.0271844052,12.268844226,-0.00236471,-0.029401349,-0.107410514,0.1542531223,0.0938080335,-0.002791852,0.0,-0.071612903,-0.21533162,0.0416666679,1.0,12.213988498,0.9346775276,0.0,0.0681818202,0.0417038554,0.0689981851,0.6645937963,4.5398895726,2.7789217e-08,1.5628134e-08,1.0933128895,1.1953330743,0.3343577783,0.06637862,-0.15335877,0.2785433864,-0.1621621621621621,0.0422535211267605,0.1653543307086613,0.15625,0.2333333333333334,0.2649572649572649,0.2231404958677685,0.4617283950617283,0.4095238095238096,0.0277777777777776,0.2436974789915966,0.2982456140350877,0.0533807829181494,0.0277777777777776,-0.1294117647058823,-0.4126984126984127,-0.3884297520661157,-0.1868131868131868,-0.2448979591836735,-0.103030303030303,0.0571428571428571,0.2131147540983606,0.2131147540983606,0.2436974789915966,0.1044776119402985,0.3454545454545454,0.3454545454545454,0.0802919708029197,0.0136986301369863,-0.119047619047619,-0.0864197530864198,0.0136986301369863,0.2542372881355932,0.510204081632653,0.3333333333333332,0.3454545454545454,0.0136986301369863,0.1044776119402985,0.0422535211267605,-0.119047619047619,-0.097560975609756,0.1044776119402985,0.15625,-0.1445086705202312,-0.3833333333333333,-0.3728813559322034,-0.285024154589372,-0.0864197530864198,-0.2127659574468084
62500,0.8320511324,0.1182617126,-0.366610949,0.0,0.459473774,1.276748925,0.1178569642,0.0129548271,0.3760279374,-0.001277574,-0.186134521,-0.023966087,-0.260057689,0.1490165803,0.0239660865,19.0,-0.024581678,-0.071428571,0.0840065852,-0.040606602,0.0588994709,0.2260624865,0.0165484721,-0.010814464,0.1711606985,0.5509917844,0.0,3.47667295,0.0453164901,2.5082469369,0.1510069622,5.9434183034,3.7629907927,0.3408313902,0.0,0.0,1.0,1.0,1.0,0.637840843,8.0,0.2130884652,-0.251893464,0.5163722517,-0.770070322,-0.757346886,0.2145380653,-516.4478517,0.0686646617,10.704619926,0.0232342007,0.0300422447,0.0477735918,0.0031060082,0.166328403,0.0148127561,1.0,0.0021052632,1.7408215194,0.0255246721,5.0,10.175345075,0.4544868019,0.0,0.1071428582,0.0462418822,0.0496022708,0.97532924,1.1369689386,8.1834352e-07,5.40507e-08,1.5274624834,2.3331416381,0.003426524,0.0511394709,-0.327956987,0.4968279774,0.0857142857142856,0.09375,0.09375,0.09375,0.1290322580645162,0.1666666666666667,0.1290322580645162,0.25,0.09375,0.09375,0.1666666666666667,0.09375,0.0294117647058822,-0.0277777777777777,0.0,-0.0277777777777777,-0.0277777777777777,0.25,0.3461538461538462,0.25,0.2068965517241379,0.4583333333333332,0.75,0.9444444444444444,1.0588235294117645,1.0588235294117645,1.5,1.3333333333333337,1.3333333333333337,1.1875,1.3333333333333337,1.0588235294117645,1.9166666666666663,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.5,1.3333333333333337,1.1875,1.3333333333333337,0.8421052631578947,1.9166666666666663,3.375,1.9166666666666663,2.1818181818181817,2.5,1.9166666666666663,1.9166666666666663,1.6923076923076923
10496,0.7601100798,-0.245906992,-0.345983662,0.0,0.3377023182,0.8808246653,-0.438505096,-0.105775076,0.3411854103,0.0177545692,0.4365079365,-0.141206675,-0.6676783,-0.081720229,0.1412066752,14.0,0.1387997433,0.0,-0.432844786,0.1768418235,-0.13021477,0.2956810631,0.1982049364,0.191337386,-0.234210526,0.6662134602,0.0,2.8570581257,-0.490299614,1.5729537367,-0.635309643,3.2137508509,4.3074817518,-0.684690554,0.0,0.0,1.0,0.0,1.0,0.4101503759,2.0,-0.219851148,-0.516816889,0.6001188339,8.8165257413,0.5136418281,-0.104652074,-506.7079616,0.0991112115,8.8707858901,0.0276723593,-0.051334322,-0.078670832,0.0477707006,0.1615523466,-0.043726801,1.0,0.0328270456,-0.6670209,0.125,2.0,8.0125981174,0.4232318711,0.0,0.0799999982,0.0361331166,0.0368859775,1.1015426581,0.9995970155,4.1922184e-06,1.9090909863,1.4894901658,2.218580954,1.472975161,0.1293113646,0.6666666747,0.4879813152,-0.1688346230249433,-0.1249963636363635,-0.2596123076923077,-0.3124971428571428,-0.1979133333333332,-0.1249963636363635,-0.3124971428571428,0.2833386666666666,0.0131621052631578,-0.1979133333333332,0.20313,-0.2299968,-0.2596123076923077,-0.3362041379310344,-0.3124971428571428,-0.4652755555555555,-0.5523237209302325,-0.6149984,-0.6435170370370371,-0.7083321212121212,-0.6895148387096774,-0.6895148387096774,-0.6968491338582676,-0.6562485714285714,-0.6791653333333334,-0.7326377777777777,-0.7623446913580247,-0.7761618604651163,-0.759374,-0.79076,-0.6681020689655173,-0.6298061538461539,-0.6562485714285714,-0.5989566666666666,-0.7169105882352942,-0.7761618604651163,-0.803570612244898,0.6041733333333335,0.20313,0.1323576470588234,0.0694488888888889,0.2833386666666666,-0.0374959999999999,-0.0374959999999999,-0.5624981818181818,-0.5722204444444444,-0.6225474509803921,-0.5989566666666666,-0.6737274576271186
27991,1.0353204128,0.1316535667,-75.04280797,0.056759657,2.8352576146,0.9822866847,0.0716996908,-0.006762739,0.1108406642,6.8631e-05,-0.010446026,-0.039127261,-1.200922561,0.2897593052,0.0391272607,20.0,-0.000691593,-0.060012634,-0.01927045,-0.045387354,0.0389541094,0.05132405,0.0563468325,0.0233108714,0.0769427099,0.3928181523,0.0,0.8185771524,-0.086703994,0.5825402732,-0.109862904,48.544629742,8.7977084693,0.094719076,0.0,0.0,0.0,0.0,0.0,0.3189457411,7.0,-0.957397912,-0.141161249,0.3510063805,-0.188868767,-0.510854925,0.1359651365,336.30146332,0.0116755323,14.762972578,-0.001227571,0.0068408826,0.0229406582,-0.009056598,0.0044941347,0.0028675932,1.0,-0.000816327,-0.090962046,8.325e-05,2.0,14.104252693,0.4903178579,0.0,0.012987013,0.0078222039,0.0131068319,0.9297387271,2.1383450512,2.1489894e-09,3.3232886e-08,0.4360454641,0.1901356468,0.2648184576,0.0261899325,0.033659388,0.1767947816,0.0652173913043479,0.069767441860465,0.1017964071856287,0.069767441860465,0.108433734939759,0.1719745222929936,0.1870967741935483,0.2348993288590604,0.2867132867132866,0.2432432432432432,0.3049645390070923,0.4045801526717556,0.3237410071942446,0.1151515151515152,0.1499999999999999,0.0760233918128654,0.0279329608938547,0.0279329608938547,0.0887573964497041,0.0,-0.0564102564102564,-0.0707070707070707,-0.0612244897959183,-0.0054054054054053,0.03954802259887,0.03954802259887,0.0635838150289016,0.069767441860465,0.1358024691358024,0.1288343558282207,0.1719745222929936,0.1499999999999999,0.1870967741935483,0.1794871794871795,0.1794871794871795,0.2689655172413794,0.2867132867132866,0.295774647887324,0.3049645390070923,0.2777777777777777,0.2689655172413794,0.3237410071942446,0.4375,0.7358490566037736,0.7523809523809524,0.9574468085106382,1.164705882352941,1.3291139240506329,1.190476190476191
10517,0.6291501574,0.0838733568,-236.8631579,0.0052508795,0.5375004629,1.6951823736,0.1363128208,0.087015326,1.3473436519,0.1639208249,-0.147037738,-0.379713269,-5.070286976,0.5091353453,0.3797132692,13.0,0.0,0.0476190476,0.2360247106,0.1901565814,0.0653583001,0.4037804819,0.3028217314,0.2018051712,0.4198729734,0.5329680626,0.0,0.4451788899,2.8851420171,0.4451788899,3.3848665826,2145.5,27.278274342,0.8891115861,0.0,0.0,0.0,0.0,0.0,3.2127695136,7.0,-0.1246306,-0.328553612,0.0157235897,-0.669711912,0.7446015645,-0.163667842,-877.1875219,0.1267572947,11.23492306,0.0023649827,0.0210440115,0.0390224953,0.0243048404,0.0005782808,-0.01872828,0.0,0.0005933333,1.9083018868,0.0625152644,6.0,10.006765902,0.3024911032,0.0,0.0489510484,0.0279458517,0.0239027204,1.7383120345,3.4619405598,1.6107019e-06,6.6818182433,0.6489705622,0.4211627907,0.4788918727,0.0377767136,-0.273090783,0.3825550338,0.0672268907563025,-0.0083333333333333,0.0258620689655173,0.0084745762711864,0.0818181818181817,0.1666666666666667,0.1899999999999999,0.2268041237113403,0.2659574468085106,0.1442307692307691,0.1899999999999999,0.1899999999999999,0.1553398058252426,0.1899999999999999,0.1226415094339623,0.0084745762711864,0.0258620689655173,0.1899999999999999,0.3522727272727273,0.367816091954023,0.0818181818181817,0.0917431192660549,0.4166666666666667,0.4166666666666667,0.3522727272727273,0.4512195121951219,0.3837209302325581,0.2142857142857142,0.2142857142857142,0.5657894736842106,0.6301369863013699,-0.0703125,-0.0403225806451612,-0.0325203252032519,-0.0403225806451612,0.1442307692307691,0.1226415094339623,0.1333333333333333,0.0818181818181817,0.1442307692307691,0.0258620689655173,0.2934782608695652,0.6081081081081081,0.4875,0.4166666666666667,0.3522727272727273,0.4691358024691359,0.4512195121951219,0.8307692307692307
20482,0.1545159101,0.0578731797,56.989474452,0.0234773444,0.1707300451,0.3493725152,0.2509627947,0.108622944,0.7378072565,-0.021738336,0.1147796016,-0.085793416,-0.458536161,0.0844101254,0.0857934161,20.0,0.0095801377,-0.003926781,0.0889842972,-0.010023951,0.0004083262,0.1302023796,-0.055655184,0.1183726126,0.1018988394,0.4716159641,0.0,1.1152121514,-0.037380227,0.8222805482,-0.037844507,29.036460448,6.2348590655,0.4776615452,0.0,0.0,0.0,0.0,0.0,1.5300867037,5.0,-0.550827104,-0.131921058,-0.390801332,-1.117246343,0.2590742274,0.0913385294,11306.710187,0.0647790231,16.720845064,0.0019856651,0.0484545243,0.1026714231,0.0092013317,0.0345769557,-0.011152943,1.0,-0.000123457,1.6863295214,0.0122858509,7.0,16.438343227,0.4090662969,0.0,0.0467289723,0.0181357815,0.0223098842,0.5153557138,1.1022542958,2.332053e-10,4.0423643e-08,0.5103379941,0.2604448682,3.87540704,0.0319785554,-0.069349788,0.4968279774,0.0124999999999999,0.0158730158730158,0.1188811188811189,0.1267605633802817,0.1307420494699647,0.2260536398467432,0.2549019607843137,0.2903225806451612,0.2749003984063745,0.3333333333333332,0.4222222222222223,0.3793103448275863,0.3389121338912133,0.4096916299559472,0.5023474178403755,0.4479638009049773,0.3559322033898304,0.3502109704641349,0.3675213675213675,0.4096916299559472,0.461187214611872,0.5384615384615385,0.6000000000000001,0.5609756097560976,0.4746543778801844,0.4349775784753362,0.5533980582524272,0.5311004784688995,0.4545454545454546,0.3168724279835391,0.3008130081300812,0.3793103448275863,0.415929203539823,0.3114754098360655,0.3168724279835391,0.3445378151260505,-0.3996247654784239,-0.3939393939393939,-0.3442622950819672,-0.3713163064833006,-0.3737769080234834,-0.4192377495462794,-0.3058568329718004,-0.3205944798301486,-0.2575406032482599,-0.2626728110599078,-0.2575406032482599,-0.2270531400966183,-0.2214111922141118
10656,0.8424569998,0.1086426765,-1.169098046,0.0259280034,0.3523182824,2.3082086329,0.1238544511,0.0527885767,0.3072569011,-0.032967033,0.0423107206,0.0437724073,0.4738267148,0.057164874,0.0437724073,21.0,0.0518122372,0.0,0.0996750018,-0.020280616,-0.013359303,0.2969215492,0.008590659,0.0547079391,0.0579988038,0.560574121,0.0,3.0437193161,0.0237758626,1.7332825461,-0.020123867,14.565809246,6.0464169082,0.3268875677,0.0,0.0,0.0,0.0,0.0,0.438676424,6.0,-0.062709719,-0.12852147,0.2533581325,105.09671618,0.4462167361,0.1071614089,-366.3419107,0.0556966258,11.342389188,0.0039243013,0.0265029844,0.0366718924,0.0491385391,0.1313693158,0.0010273439,0.0,0.0043983755,1.7281703289,0.0515893307,3.0,10.246793529,0.5944626453,0.0,0.0819672123,0.02493416,0.0226982828,1.62846623,2.1094874108,8.0945553e-07,5.3094288e-08,0.3749103971,0.1405578059,-0.913621353,0.0275802902,0.2439922884,0.0903006352,0.0260869565217392,-0.0336134453781512,-0.0573770491803278,-0.0873015873015873,0.0,0.0267857142857141,-0.0254237288135593,-0.0254237288135593,0.0360360360360361,-0.0086206896551723,-0.1015625,-0.0573770491803278,-0.094488188976378,-0.0254237288135593,-0.0573770491803278,-0.0086206896551723,0.0267857142857141,0.0648148148148148,0.1057692307692308,0.0648148148148148,0.1274509803921568,0.0454545454545454,0.0267857142857141,0.0360360360360361,0.0454545454545454,0.0454545454545454,-0.0086206896551723,0.0267857142857141,-0.0086206896551723,-0.1666666666666666,-0.28125,-0.1785714285714286,-0.1015625,-0.0799999999999999,-0.1153846153846154,-0.1153846153846154,-0.1153846153846154,-0.1153846153846154,-0.0254237288135593,0.0267857142857141,0.0952380952380953,0.2105263157894736,0.0849056603773585,0.1274509803921568,0.1499999999999999,0.1057692307692308,0.1499999999999999,0.1979166666666667,0.1499999999999999
