firms,clusters,mom1
10074,7,-0.0217391304347825
50906,10,0.0839160839160839
10568,1,-0.025
10998,3,0.2093023255813952
11181,5,0.1121495327102803
50032,1,0.0
69171,7,-0.1304347826086956
68814,2,-0.1162790697674418
47730,6,0.0810810810810811
13232,10,0.0625
13777,7,0.1219512195121952
44652,1,0.0444444444444445
38746,9,0.0
60871,5,0.0625
14198,6,0.1343283582089551
14331,10,-0.0714285714285714
45583,4,0.01
14702,3,0.1948051948051947
15537,1,-0.0382513661202186
85631,10,0.0523255813953489
16185,10,0.0381679389312976
17057,10,-0.0389610389610389
17903,6,0.0619469026548673
49373,9,-0.0853658536585365
18570,8,-0.0429447852760735
47642,9,0.0729927007299269
18973,5,0.0574074074074073
19271,9,-0.0833333333333333
29938,4,0.0265151515151516
10866,4,0.0934065934065933
20002,7,-0.125
20240,2,0.0634920634920634
20248,9,0.1372549019607842
25320,9,-0.0459183673469387
21726,8,0.015625
21742,6,0.1180555555555555
11267,1,-0.0307692307692307
22825,5,-0.2142857142857143
26841,8,-0.0181818181818181
65533,7,-0.1560283687943262
24572,7,0.0555555555555555
24951,3,0.0394736842105263
25049,10,0.0692307692307692
25217,8,0.1875
25487,5,-0.2848664688427299
69307,7,0.25
65541,7,0.375
27562,1,0.018181818181818
31026,2,-0.0588235294117647
27800,2,-0.0222222222222222
27909,4,0.1612903225806452
28207,2,0.509433962264151
28311,7,0.0
28522,8,0.0162962962962962
10731,3,-0.0596026490066224
59707,2,0.0
63546,1,0.3720930232558139
29023,5,0.1145833333333332
49154,9,0.0540069686411148
19350,5,0.0496350364963502
49429,4,0.0553191489361701
61313,8,0.0239234449760765
19254,6,0.0337078651685394
56960,4,-0.037593984962406
12008,3,-0.0555555555555555
31500,8,-0.0387596899224805
87581,3,0.1363636363636364
32839,8,-0.1666666666666666
33209,7,0.4835164835164836
50788,3,0.0331491712707181
33690,7,-0.0625
34121,6,0.0196078431372548
34287,3,-0.1666666666666666
44708,1,0.1346153846153845
58405,9,0.0
46295,4,0.0443037974683544
37058,5,-0.0188679245283018
46164,5,-0.0773809523809523
26382,6,0.0865384615384614
37103,5,-0.0511363636363636
31974,10,0.01628664495114
62228,2,0.1166666666666667
60935,5,0.0529801324503311
40838,6,0.0588235294117647
19174,1,0.02
21055,2,0.3999999999999999
59547,9,0.0219780219780219
47888,6,0.0522388059701492
62367,4,0.0444444444444445
39670,6,0.0537974683544304
49189,3,0.1748251748251748
40628,2,-0.0555555555555555
40644,3,0.1557788944723617
39765,4,0.0779220779220779
23077,6,-0.0225352112676056
27828,9,0.0453020134228188
32803,4,-0.0216216216216216
66181,1,0.0797546012269938
32870,6,-0.0574162679425837
42366,2,0.0
32926,4,-0.0319634703196347
66587,5,-0.0170454545454545
