firms,age,agr,cashdebt,chatoia,chcsho,chempia,chpmia,depr,egr,grltnoa,herf,hire,invest,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,7.0,0.0677656770007037,0.0211752249867654,1.0831182453899744,-1.1138550954305873e-07,-0.1014535004856503,0.5029302419243655,0.2180368636629607,-0.252415062101597,-0.0541111181618371,1.928109661517524e-08,-0.0129799891833423,0.0031968317965478,0.4904765912087295,0.1233151382030144,-0.1579289261076168,0.0400340651632582,0.0283242241666245,0.0907253094028894,1.3215409411489156,0.1304347826086955,0.0,-0.0416666666666666,-0.0799999999999999,-0.1153846153846154,-0.0416666666666666,0.1499999999999999,0.1499999999999999,0.1499999999999999,0.1499999999999999,0.0952380952380953,0.0454545454545454,0.0,0.0,-0.1153846153846154,-0.1481481481481481,-0.2068965517241378,-0.2333333333333332,-0.28125,-0.3235294117647059,-0.3428571428571427,-0.303030303030303,-0.28125,-0.28125,-0.0416666666666666,-0.0416666666666666,-0.0416666666666666,-0.0416666666666666,0.0,0.1499999999999999,0.3529411764705881,0.3529411764705881,0.7692307692307692,0.6428571428571428,0.6428571428571428,0.7692307692307692,0.7692307692307692,2.2857142857142856,1.2999999999999998,1.5555555555555558,1.2999999999999998,1.0909090909090908,1.0909090909090908,0.9166666666666669,1.875,1.5555555555555558,1.2999999999999998,1.5555555555555558,2.2857142857142856
BAMD_17-L^J98,7.0,0.1803260872673818,0.0891417070187868,0.3851788058870654,0.0006101281269066,0.6852653394564288,-0.7960668111840248,0.0560997506234413,0.0918002973503957,-0.0087201180521396,5.802128030599712e-08,0.0876730388925511,0.0378938457534583,0.2491410591489254,0.6674445776061545,-0.0170891921428221,-0.1856084474472362,0.126160324838273,0.1428945847902358,0.6644650609329674,-0.0142180094786729,0.0394088669950738,0.0242718446601941,0.0343137254901959,0.0292682926829268,0.0445544554455445,0.3024691358024689,0.2710843373493976,0.3439490445859872,0.4551724137931034,0.4256756756756756,0.3024691358024689,0.192090395480226,0.2787878787878788,0.3354430379746833,0.2559523809523809,0.1593406593406592,0.192090395480226,0.2865853658536585,0.3701298701298701,0.0394088669950738,-0.0186046511627907,-0.0704845814977974,-0.1171548117154812,-0.0663716814159292,0.0047619047619047,0.0394088669950738,0.0765306122448978,0.1467391304347824,0.1467391304347824,0.0656565656565655,0.0445544554455445,0.1657458563535909,0.2196531791907514,0.361290322580645,0.361290322580645,0.4256756756756756,0.6746031746031744,0.6230769230769229,1.0288461538461535,0.9537037037037036,0.6746031746031744,0.5629629629629627,0.361290322580645,0.4256756756756756,0.6746031746031744,0.388157894736842,0.3270440251572326,0.4452054794520548
BBIO_50-L^J00,7.0,0.0453905550104518,0.1880347730850845,0.9095357704166432,0.0028735632183908,0.0819589805474909,-1.802427654825392,0.123462028001697,0.1580395098774694,-0.0396279147374084,1.3196513371686564e-05,0.0104858548585483,0.030032848427968,-0.0111632972568238,5.706347066968282,-0.0352961401176651,0.0067006245344186,0.171403125253016,0.171403125253016,0.8490583207808401,0.0722433460076046,-0.0366300366300366,-0.0330882352941177,-0.0573476702508961,-0.0075471698113207,0.082304526748971,0.2064220183486236,0.2347417840375587,0.2009132420091324,0.2464454976303318,0.3626943005181346,0.4139784946236557,0.3282828282828283,0.2464454976303318,0.2892156862745096,0.2705314009661836,0.2405660377358489,0.2523809523809524,0.398936170212766,0.3282828282828283,0.2523809523809524,0.445054945054945,0.4530386740331491,0.2892156862745096,0.4775280898876404,0.5843373493975903,0.6335403726708073,0.6858974358974357,0.5843373493975903,0.593939393939394,0.7302631578947367,0.6751592356687897,0.6134969325153374,0.6858974358974357,0.6645569620253162,0.6645569620253162,0.7417218543046358,0.9338235294117644,0.9338235294117644,1.023076923076923,1.2869565217391306,0.9774436090225562,1.2100840336134455,0.8137931034482759,0.9774436090225562,1.3070175438596494,1.3274336283185844,1.4351851851851851,1.63
BBOU_00-L,7.0,0.0522083226959407,0.1949875344442986,0.3314564895170672,0.000494071146245,-0.4329883608811499,0.9589922475437792,0.0817228050800662,0.0858880162148467,-0.0171673819742382,1.9153007388398417e-05,-0.0553966518044923,0.0227214705131478,0.0188079470198675,18.177799850851184,0.0339963422896327,-0.0145522875613656,0.007514450867052,0.007514450867052,0.557490380215761,-0.0327868852459017,0.031954887218045,-0.0631399317406143,-0.0880398671096344,-0.0468749999999998,-0.043554006968641,-0.0178890876565294,-0.0090252707581227,0.0129151291512916,0.0417457305502848,0.1273100616016427,0.1273100616016427,0.0537428023032628,0.0497131931166348,0.0110497237569062,0.047709923664122,-0.026595744680851,0.0639534883720931,0.0828402366863905,0.0054945054945054,-0.0125899280575538,0.0147874306839186,-0.0880398671096344,-0.1014729950900164,-0.0072332730560579,-0.0018181818181818,0.0936254980079682,0.120408163265306,-0.0679117147707978,0.0185528756957329,-0.0036297640653356,0.009191176470588,-0.0143626570915619,-0.0468749999999998,0.0517241379310344,0.031954887218045,-0.0804020100502511,-0.1501547987616098,-0.1116504854368931,-0.1173633440514468,-0.0910596026490065,-0.1285714285714285,-0.1299524564183833,-0.2134670487106017,-0.2190611664295875,-0.1408450704225351,-0.1961932650073206,-0.1706948640483383,-0.0663265306122448
BBQS_26-L^G99,7.0,-0.2845765986522783,0.0124675324675324,1.3771290402337069,0.0002862868594331,-1.313795529193713,2.434028961391597,0.1149784904184591,0.0032095369096744,-0.146141801499869,1.8794279237295348e-05,-0.1680873668865662,-0.1707742330710145,-0.3203775680177679,2.4337777969028545,0.1110060694896515,-0.0700995568488356,0.0339282746827213,-0.1896940116388212,1.3215409411489156,0.0532544378698225,0.0903225806451613,0.0180722891566265,-0.0342857142857143,-0.1197916666666666,-0.1421319796954314,-0.0558659217877095,-0.0815217391304348,-0.0864864864864866,-0.0913978494623656,-0.0558659217877095,-0.0342857142857143,-0.0558659217877095,0.0432098765432098,0.0119760479041917,-0.0231213872832369,-0.0558659217877095,-0.0058823529411764,0.1045751633986926,0.0496894409937886,0.0,0.0,-0.0342857142857143,-0.0558659217877095,0.0628930817610062,0.0974025974025973,0.0304878048780488,0.0696202531645568,0.0,0.1418918918918918,0.1736111111111111,0.1266666666666667,0.0764331210191082,0.0562499999999999,0.0496894409937886,0.1655172413793104,0.2706766917293233,0.4444444444444444,0.5943396226415094,0.9882352941176472,0.69,0.3307086614173227,0.0628930817610062,-0.0558659217877095,-0.1377551020408163,0.0368098159509202,0.0974025974025973,0.0180722891566265,0.0119760479041917
BBTU_63-L^C18,7.0,-0.1368675419147505,0.0604902897166507,0.7601646892867917,0.0017182130584192,-1.3710229929580413,-5.610369377165873,0.0276443536024527,-0.0593393898020269,-0.0595817510830496,2.3332541275611463e-05,-0.1754090645815232,-0.0841782715926359,-0.2068506184586108,3.858258081595681,-0.176497776873348,0.7950298353729649,0.0069966514786573,-0.1176645951338087,0.7479171603497201,0.1558073654390934,0.0231884057971012,-0.1017811704834606,-0.1452784503631962,-0.1175,-0.1452784503631962,-0.1452784503631962,-0.1922196796338673,-0.1771561771561772,-0.1452784503631962,-0.1694117647058823,-0.1283950617283951,-0.1452784503631962,-0.0686015831134565,-0.0248618784530387,-0.0381471389645776,-0.1240694789081886,-0.1493975903614459,-0.0536193029490617,-0.1017811704834606,-0.2138084632516704,-0.2473347547974415,-0.307843137254902,-0.2825203252032521,-0.0994897959183673,-0.0302197802197803,-0.1493975903614459,-0.2224669603524229,-0.2751540041067762,-0.2292576419213974,-0.2258771929824561,-0.1828703703703704,-0.1017811704834606,-0.1694117647058823,-0.248936170212766,-0.2996031746031746,-0.199546485260771,-0.2457264957264957,-0.1595238095238096,-0.1493975903614459,0.0231884057971012,-0.1733021077283372,-0.289738430583501,-0.3774250440917107,-0.4194078947368421,-0.3091976516634052,-0.3696428571428571,-0.3037475345167654,-0.3696428571428571
BBVN_02-L^I99,7.0,-0.1047001620745543,0.0889532478278858,0.8196788569587605,0.0020691693762932,-3.3602468752722308,-31.23228786064643,0.1695501730103806,-11.685714285714289,0.0838036599965771,1.594812198506655e-07,-0.4299109235818096,-0.0868719611021069,-0.4855889724310777,0.8224876953638693,-0.324882038376848,0.0372675743822491,0.0067354379370067,-0.1979324256177508,0.384037538453531,-0.03125,-0.0229007633587786,-0.0229007633587786,-0.044776119402985,-0.0077519379844961,0.0491803278688525,0.1636363636363635,0.1428571428571428,0.1743119266055044,0.28,0.3333333333333335,0.3913043478260869,0.4065934065934065,0.5421686746987953,0.4883720930232558,0.4883720930232558,0.3473684210526317,0.4883720930232558,0.5802469135802468,0.4065934065934065,0.3913043478260869,0.0,-0.0518518518518519,-0.111111111111111,0.0491803278688525,-0.0077519379844961,-0.1172413793103447,-0.0724637681159419,-0.3631840796019899,-0.2601156069364161,-0.189873417721519,-0.2558139534883721,-0.2768361581920904,-0.2601156069364161,-0.3402061855670103,-0.415525114155251,-0.4285714285714286,-0.3694581280788176,-0.3118279569892473,-0.2727272727272727,-0.2514619883040935,-0.2289156626506023,-0.3535353535353535,-0.5019455252918288,-0.5311355311355311,-0.4817813765182186,-0.4900398406374501,-0.5133079847908745,-0.5095785440613027
BBXK_89-L^E06,7.0,0.1048483909692909,0.4085346555543833,0.9055080090509606,0.0007119971520113,0.152372082007901,-0.2140767075294385,0.0457082195935699,0.1180701859989165,0.0099165647106402,7.30179958179772e-05,0.0194945267224727,0.0540409712272005,0.0819240061497913,23.74185796703266,0.0380427214228634,-0.0226114614093068,-0.0113527796712332,0.0405583073442182,0.6345006602662716,-0.0413533834586467,0.02504816955684,0.0791075050709939,0.0390625,0.033009708737864,0.02504816955684,0.1153039832285116,0.0769230769230768,0.064,0.0769230769230768,0.1901565995525729,0.1641137855579868,0.1319148936170213,0.124735729386892,0.0835030549898168,0.1295116772823779,0.0472440944881891,0.0704225352112677,0.1295116772823779,0.1848552338530067,0.0270270270270271,0.106029106029106,0.064,0.033009708737864,-0.0074626865671642,0.0094876660341556,0.1176470588235294,0.1666666666666667,0.1743929359823399,0.2429906542056075,0.2850241545893721,0.3536895674300255,0.303921568627451,0.3103448275862071,0.3536895674300255,0.4148936170212767,0.3676092544987146,0.3233830845771146,0.3926701570680628,0.3676092544987146,0.5113636363636365,0.4301075268817205,0.3782383419689119,0.3434343434343434,0.3333333333333332,0.5739644970414202,0.4074074074074076,0.5156695156695159,0.6121212121212123
BCPS_48-L^C06,7.0,0.1099724686448455,0.1058438323012314,0.7560776193916596,0.0016556291390728,0.693912390473553,0.2590382805152983,0.0433481884955021,0.0021370903910082,0.0577600579920144,6.805473754401342e-05,0.0887793450143981,0.1136127256041601,0.1845181019514344,6.404137765987993,-0.030290837097223,0.0527318533431408,0.0511102037533302,0.0970849472418859,0.4485399550255429,0.1365546218487396,-0.0165289256198347,-0.0185567010309277,-0.0245901639344262,-0.1407942238267148,-0.1764705882352941,-0.1835334476843911,-0.2384,-0.1778929188255613,-0.1764705882352941,-0.1604938271604938,-0.1778929188255613,-0.219672131147541,-0.2158154859967052,-0.2539184952978056,-0.2234910277324633,-0.3010279001468429,-0.2754946727549467,-0.2562500000000001,-0.2359550561797754,-0.3286318758815233,-0.3131313131313131,-0.3,-0.324822695035461,-0.2631578947368421,-0.2408293460925039,-0.1575221238938053,-0.1438848920863309,-0.2654320987654321,-0.2842105263157896,-0.2297734627831715,-0.2,-0.1575221238938053,-0.1692844677137871,-0.1530249110320285,-0.1423423423423423,-0.0555555555555555,-0.0305498981670061,0.0530973451327434,0.2205128205128204,0.4874999999999998,0.4082840236686391,0.1387559808612439,-0.062992125984252,-0.0574257425742574,0.1469879518072288,0.2934782608695652,0.0917431192660549,0.1121495327102801
BCQE_67-L^A14,7.0,0.0096157574347641,0.1664319549353475,0.6669564273868483,0.0023364485981308,0.6190154313436383,-0.4160438984592212,0.1164039696438996,0.0169455846752973,-0.0224966235770777,7.259765484491192e-06,0.079197007148106,0.0220619595983095,-0.0044708437120776,6.680391069159952,0.0144128685793719,0.1814544641171205,0.1517037832036489,0.1517037832036489,0.8961416113717225,0.0021570319240724,0.0422661870503597,0.0589310187300136,0.0970184571699006,0.1899383983572895,0.1712986356745831,0.256368563685637,0.276431718061674,0.4160048869883932,0.44875,0.5042180402336145,0.5662162162162161,0.4247080516287647,0.4229588704726827,0.4708121827411167,0.4983839689722042,0.3880239520958084,0.3170454545454544,0.4177370030581038,0.451471509079524,0.2806629834254142,0.3414351851851851,0.3059154929577465,0.3484584060500288,0.393028846153846,0.3691671588895451,0.4532915360501568,0.5022683084899546,0.5515394912985274,0.5401993355481727,0.6439716312056738,0.7507552870090635,0.7208611729769858,0.7968992248062015,0.695683979517191,0.7507552870090635,0.829518547750592,1.1522748375116063,1.3414141414141412,1.243949661181026,1.802902055622733,1.5556780595369348,1.259259259259259,1.2224352828379677,1.324974924774323,1.5278080697928025,1.7827130852340938,1.8617283950617285,2.15374149659864
