firms,age,agr,cashdebt,chatoia,chcsho,chempia,chpmia,depr,egr,grltnoa,herf,hire,invest,lgr,mve_ia,pchdepr,pchsale_pchinvt,pchsale_pchxsga,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BALZ_07-L^I10,5.0,-0.1610848590473794,-0.0289321302150471,0.8485983661423272,-8.389214450066187e-09,-1.6246186051946343,-1.5718068232494973,0.1864704217378998,-0.1088143378892277,0.0067416718369101,2.1900611467363287e-08,-0.1218335343787695,-0.0138437213647879,-0.2300727918009632,0.1128906651321289,0.0802561532236115,-0.0185196227726503,-0.0597852563417209,-0.0899264238350441,1.6583970718938237,0.0,0.0,0.0434782608695651,0.1999999999999999,0.4117647058823528,0.4117647058823528,0.846153846153846,0.714285714285714,0.714285714285714,0.846153846153846,0.846153846153846,2.428571428571428,1.4,1.6666666666666663,1.4,1.1818181818181817,1.1818181818181817,1.0,2.0,1.6666666666666663,1.4,1.6666666666666663,2.428571428571428,1.1818181818181817,0.714285714285714,0.714285714285714,0.846153846153846,0.846153846153846,0.714285714285714,0.714285714285714,0.6000000000000001,0.5,0.4117647058823528,0.5,0.4117647058823528,0.1428571428571428,0.0,-0.04,-0.1724137931034483,-0.1999999999999999,-0.2727272727272728,-0.3333333333333333,-0.2941176470588236,-0.368421052631579,-0.3333333333333333,-0.3513513513513513,-0.2941176470588236,-0.3142857142857143,-0.2727272727272728
BAMD_17-L^J98,5.0,0.1339936116089494,0.114341040289931,0.4621986122184121,0.0006238303181534,0.3624607664474102,3.4797977597531795,0.0554916886748485,0.0326165258015047,-0.0357847362031329,4.699829206563393e-08,0.0271816881258941,0.0248706423079146,0.2442997469861587,0.6646021670169249,0.0545495691693824,-13.107455441960903,0.2264221237580037,0.3420321129439304,0.9362324095704864,0.0344827586206897,0.0357142857142855,0.1032608695652173,0.1032608695652173,0.025252525252525,0.0049504950495049,0.1215469613259667,0.1734104046242772,0.3096774193548386,0.3096774193548386,0.3716216216216215,0.6111111111111109,0.5615384615384613,0.9519230769230766,0.8796296296296293,0.6111111111111109,0.5037037037037035,0.3096774193548386,0.3716216216216215,0.6111111111111109,0.3355263157894734,0.2767295597484274,0.3904109589041096,0.4817518248175179,0.2767295597484274,0.1666666666666665,0.1534090909090908,0.0628272251308899,0.2530864197530862,-0.0287081339712919,-0.0772727272727273,-0.0730593607305937,-0.037914691943128,0.1666666666666665,0.2453987730061348,0.1215469613259667,-0.0937500000000002,-0.105726872246696,-0.2536764705882354,-0.3753846153846154,-0.4543010752688172,-0.4821428571428572,-0.3810975609756097,-0.3810975609756097,-0.3575949367088609,-0.3344262295081968,-0.3187919463087248,-0.343042071197411,-0.3829787234042554
BBEK_99-L^L95,5.0,-0.231108553893364,0.0358006216185104,0.8102870507925909,-1.3511792794096368e-05,-1.0251824647666932,-6.970857885369051,0.1199910952804986,-0.0530346544131723,-0.0273229968556868,3.826888699810185e-06,-0.0768805691786972,0.021544559519243,-0.3232966608762787,1.8817078885141263,0.0940661761259783,0.0403125442838882,-0.0564091301315478,0.0313035352748793,1.6583970718938237,-0.1320754716981133,-0.042168674698795,-0.1117318435754189,-0.0809248554913294,-0.1016949152542372,-0.0185185185185184,-0.0304878048780486,-0.2128712871287128,-0.3056768558951964,-0.273972602739726,-0.3510204081632653,-0.273972602739726,-0.2964601769911503,-0.1587301587301586,-0.0809248554913294,-0.1263736263736263,-0.2570093457943925,-0.5619834710743801,-0.5923076923076922,-0.5122699386503067,-0.5954198473282443,-0.5891472868217054,-0.5122699386503067,-0.5837696335078534,-0.6528384279475983,-0.6587982832618026,-0.6813627254509018,-0.6794354838709677,-0.6755102040816326,-0.6768292682926829,-0.66875,-0.6587982832618026,-0.6310904872389791,-0.5782493368700266,-0.5691056910569106,-0.5848563968668408,-0.5404624277456647,-0.552112676056338,-0.5281899109792285,-0.5804749340369393,-0.5702702702702702,-0.576,-0.5137614678899083,-0.5253731343283582,-0.503125,-0.5181818181818181,-0.5350877192982455,-0.5377906976744186,-0.5062111801242236
BBIO_50-L^J00,5.0,-0.0262373634079354,0.1345065996228787,0.9580224694696512,0.0003790750568612,-0.9078202944289462,-0.3945084338751714,0.1177433760047633,0.0015274171376202,-0.0599224324244294,8.922748481390555e-06,-0.06807933548059,-0.0319640039735873,-0.0476349843819722,2.561304388495492,0.0209338034555696,0.152276864619397,0.0144469525959367,0.0144469525959367,1.7786953050881935,0.0310559006211179,0.0320512820512821,-0.0301204819277107,-0.0242424242424241,0.0592105263157896,0.0254777070063694,-0.0122699386503066,0.0320512820512821,0.018987341772152,0.018987341772152,0.066225165562914,0.1838235294117647,0.1838235294117647,0.2384615384615385,0.4000000000000001,0.2105263157894736,0.3529411764705883,0.1103448275862069,0.2105263157894736,0.4122807017543861,0.4247787610619471,0.4907407407407407,0.6100000000000001,0.6597938144329898,0.4375,0.2777777777777779,0.2384615384615385,0.3879310344827589,0.3879310344827589,0.3644067796610171,0.2983870967741937,0.2677165354330708,0.3089430894308944,0.5188679245283019,0.4504504504504505,0.4504504504504505,0.6262626262626263,0.5188679245283019,0.3879310344827589,0.2677165354330708,0.1666666666666667,0.2290076335877862,0.2384615384615385,0.2196969696969697,0.2480620155038759,0.1103448275862069,0.0805369127516779,0.1925925925925926,0.2384615384615385
BBOU_00-L,5.0,-0.0267022696929239,0.1302463503649635,0.3494696763651749,0.0004982561036372,-0.6863549460731849,-2.9815803184733314,0.08,0.0442453094371324,-0.007627014392912,2.58030972367101e-05,-0.0514711875458473,0.0033984706881903,-0.0885110093743187,18.82687481091964,0.0828346456692913,0.0751568911311976,0.0817867253853413,0.0817867253853413,0.9460140340826196,0.0956175298804782,0.0244897959183671,-0.1477079796264856,-0.0686456400742114,-0.0889292196007259,-0.0772058823529413,-0.0987432675044884,-0.1284722222222222,-0.0383141762452107,-0.0563909774436091,-0.1591289782244556,-0.2229102167182662,-0.1877022653721682,-0.1929260450160772,-0.1688741721854305,-0.2031746031746032,-0.2044374009508717,-0.2808022922636104,-0.2859174964438123,-0.2143974960876369,-0.2650073206442167,-0.2416918429003022,-0.1462585034013606,-0.1239092495636999,-0.1716171617161715,-0.1605351170568563,-0.1563025210084034,-0.1177504393673112,-0.1051693404634582,-0.1051693404634582,-0.0438095238095238,-0.0308880308880309,0.0772532188841199,0.1461187214611872,0.1409090909090906,0.1728971962616821,0.2273838630806846,0.2806122448979591,0.2184466019417474,0.0749464668094217,0.093681917211329,0.1180400890868595,0.297157622739018,0.2938144329896905,0.3280423280423279,0.3038961038961036,0.26448362720403,0.3351063829787233,0.4550724637681158
BBQS_26-L^G99,5.0,-0.0744361882414288,0.1319426528581432,1.7575430203947289,0.0001452854859799,-0.2851237687390963,-0.0722502613379598,0.1171183628318584,0.0015847860538827,-0.0297880983007211,4.6067794567718266e-05,-0.0213820255226717,-0.0365445617694346,-0.1004620554466536,2.0917013505897595,0.1145323901568079,0.1755020154803306,-0.1300877093075514,0.0507889320832381,0.7808359490146952,-0.0609756097560975,0.0379746835443037,-0.029585798816568,0.1081081081081081,0.1388888888888888,0.0933333333333332,0.0445859872611464,0.0249999999999999,0.0186335403726707,0.1310344827586207,0.2330827067669172,0.4017094017094016,0.5471698113207546,0.9294117647058824,0.6399999999999999,0.2913385826771653,0.0314465408805031,-0.0837988826815643,-0.163265306122449,0.0061349693251533,0.0649350649350648,-0.0120481927710843,-0.0179640718562874,-0.0179640718562874,-0.16751269035533,-0.2442396313364055,-0.3006396588486142,-0.297644539614561,-0.2077294685990338,-0.3094736842105263,-0.3333333333333333,-0.3333333333333333,-0.2528473804100227,-0.0090634441087613,-0.3195020746887967,-0.3278688524590164,-0.3466135458167331,-0.3223140495867769,-0.3568627450980391,-0.406871609403255,-0.409009009009009,-0.3692307692307692,-0.2915766738660907,-0.2595936794582393,-0.3606237816764133,-0.3811320754716981,-0.4215167548500882,-0.376425855513308,-0.398165137614679
BBTU_63-L^C18,5.0,-0.1071698276048071,0.048090662724809,0.8443408902135932,-0.0222793487574978,0.5533662819821304,0.4396120543411702,0.0386104538610453,-0.1388092964024196,-0.0765328804130791,3.9372858881754666e-05,0.0414980905206639,-0.0570479211167928,-0.0687062853880191,3.3966410760794417,0.2608089382980883,0.0785722427503697,-0.0193762555697032,0.0195847833913357,2.256191365250899,-0.1228915662650602,-0.0859030837004404,-0.1478439425051334,-0.093886462882096,-0.0899122807017542,-0.0393518518518518,0.0559796437659032,-0.0235294117647058,-0.1170212765957446,-0.1765873015873015,-0.0589569160997731,-0.113247863247863,-0.0119047619047618,0.0,0.2028985507246377,-0.0281030444964869,-0.1649899396378268,-0.2680776014109346,-0.3174342105263157,-0.1878669275929549,-0.2589285714285713,-0.1814595660749506,-0.2589285714285713,-0.2706502636203866,-0.3117744610281924,-0.3359999999999999,-0.3833580980683506,-0.3381180223285486,-0.2495479204339963,-0.3230016313213703,-0.3664122137404579,-0.3796711509715994,-0.3306451612903225,-0.2169811320754716,-0.2680776014109346,-0.3185550082101805,-0.3230016313213703,-0.2562724014336917,-0.3615384615384615,-0.4391891891891891,-0.461038961038961,-0.4353741496598639,-0.315181518151815,-0.3941605839416058,-0.3851851851851852,-0.4353741496598639,-0.4720101781170484,-0.4154929577464787,-0.3615384615384615
BBVN_02-L^I99,5.0,0.028397565922921,0.1197132616487455,0.8598339792672365,-0.0011975058318776,0.1273977997036583,1.3925118674051693,0.1258561643835616,0.0033698399326031,0.013,3.775671037979253e-07,0.0095538264552348,0.0512170385395537,0.0372398685651699,0.4890377992931493,0.0654540939035868,-0.0006246583034117,-0.0733237960136482,0.0449635769907057,0.7892905850189855,-0.1103448275862069,0.0507246376811594,-0.2786069651741293,-0.161849710982659,-0.0822784810126583,-0.1569767441860465,-0.1807909604519774,-0.161849710982659,-0.2525773195876288,-0.3378995433789954,-0.3526785714285715,-0.2857142857142857,-0.2204301075268817,-0.1761363636363636,-0.1520467836257309,-0.1265060240963855,-0.2676767676767677,-0.4357976653696498,-0.4688644688644688,-0.4129554655870445,-0.4223107569721115,-0.4486692015209125,-0.4444444444444444,-0.4291338582677165,-0.4423076923076923,-0.3958333333333333,-0.42,-0.4105691056910568,-0.3317972350230415,-0.3584070796460177,-0.334862385321101,-0.3095238095238095,-0.2926829268292682,-0.2204301075268817,-0.3497757847533632,-0.2926829268292682,-0.2368421052631578,-0.2032967032967033,-0.2032967032967033,-0.2892156862745099,-0.2926829268292682,-0.2119565217391305,-0.2487046632124352,-0.2676767676767677,-0.2287234042553191,-0.2204301075268817,-0.2676767676767677,-0.2786069651741293,-0.2119565217391305
BBXK_89-L^E06,5.0,0.0919738282068596,0.3714834143122788,0.9740667089823716,0.0003614022406938,-1.1419003620128787,1.0465996154709103,0.0425634325792477,0.1048036570743404,0.0007791282667735,7.726062125946025e-05,-0.0856334874952132,0.040421915384078,0.069132431426089,24.36073850836066,-0.0597781762705075,0.0097287054231068,0.0415304730450402,0.0271688473090068,0.8015864757186089,0.1071428571428572,0.0438596491228071,0.0507726269315671,0.1121495327102801,0.1497584541062802,0.2111959287531806,0.1666666666666665,0.1724137931034484,0.2111959287531806,0.2659574468085106,0.223650385604113,0.1840796019900499,0.2460732984293194,0.223650385604113,0.3522727272727273,0.2795698924731182,0.2331606217616579,0.202020202020202,0.1929824561403508,0.4082840236686391,0.2592592592592593,0.3561253561253561,0.4424242424242424,0.45565749235474,0.3999999999999999,0.4512195121951219,0.375722543352601,0.4166666666666667,0.6585365853658536,0.6026936026936025,0.5761589403973508,0.7,0.6527777777777777,0.7827715355805243,0.8098859315589353,0.7894736842105261,0.7695167286245352,0.8307692307692307,0.7309090909090907,0.6527777777777777,0.7060931899641576,0.7962264150943397,1.1636363636363636,1.0517241379310347,0.958847736625514,0.9916317991631798,1.0084388185654007,1.0,1.1345291479820627
BCPS_48-L^C06,5.0,0.0568800419754705,0.1504610392180141,0.6806246715306185,0.0603907637655417,-3.632640374791119,2.695767731126697,0.0438803930842398,0.1984865576236135,-0.0076686994300278,7.203419889294714e-05,-0.2724192709431627,0.0084442841214666,-0.0183248810581899,7.385501085251404,-0.1159215178167079,0.2062359531384034,0.1018492982728513,0.0393603936039361,0.4856352447078118,0.1097345132743361,0.0161870503597123,-0.1280864197530864,-0.150375939849624,-0.0857605177993526,-0.0504201680672268,0.0,-0.0139616055846422,0.005338078291815,0.018018018018018,0.121031746031746,0.1507128309572301,0.2500000000000002,0.4487179487179489,0.765625,0.6715976331360949,0.3516746411483256,0.1122047244094488,0.1188118811881189,0.3614457831325302,0.5353260869565217,0.2958715596330274,0.3200934579439252,0.3420427553444181,0.1232604373757455,0.0865384615384616,0.0272727272727273,0.0107334525939177,0.0782442748091603,0.0741444866920153,0.0071301247771835,-0.0087719298245613,-0.0017667844522968,0.1945031712473572,0.1188118811881189,0.1391129032258065,0.2527716186252773,0.2668161434977578,0.107843137254902,-0.0707236842105262,-0.0783034257748775,-0.0488215488215488,0.0580524344569288,0.0161870503597123,-0.005281690140845,-0.034188034188034,-0.0504201680672268,0.0424354243542435,0.0501858736059479
