firms,age,agr,cash,cashdebt,chatoia,chcsho,che,chpmia,chtx,egr,herf,lgr,mve_ia,pchgm_pchsale,pchsale_pchinvt,pchsale_pchxsga,roaq,roeq,sgr,tb,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
CWI_80-L,21.0,-0.0340096548219665,0.0833395957015104,0.1648137711972949,0.6197365682649781,9.073661867117106e-05,-18.5,0.0862307671924737,0.0013323385205713,0.0963421658986175,9.913033673925284e-05,-0.0803501180173092,22.65175029163669,-0.0063071982584511,0.1456437767805716,-0.020562482703254,0.0254380664652567,0.0945076324453756,0.1720838145520541,0.7494115299192908,0.0248015873015872,0.0610526315789474,0.0413223140495868,0.0333162480779087,0.0677966101694915,0.1058694459681843,0.1900826446280989,0.1865803413772808,0.2545115121344119,0.2545115121344119,0.1619596541786743,0.0661025912215758,0.1200000000000001,0.26,0.1639722863741339,0.0666666666666666,0.0599369085173502,0.1125827814569535,0.1886792452830188,0.0792291220556744,0.0467289719626167,0.0489073881373569,0.0638522427440633,0.1113561190738698,0.0259541984732825,0.0723404255319148,0.1034482758620689,0.1700522344747532,0.2307692307692308,0.2783766645529486,0.2108108108108108,0.1748251748251748,0.3099415204678362,0.2791878172588833,0.2816274634456452,0.2981326464906633,0.4107767669699091,0.4078212290502794,0.4097902097902097,0.4088050314465408,0.3951557093425606,0.4038997214484681,0.4640522875816995,0.4889217134416543,0.4379457917261056,0.4555956678700361,0.4587554269175109,0.5811764705882354,0.5507692307692307
DLY_Y2-L^F16,21.0,-0.1551819949986107,0.0189113632626212,0.0553467714383327,0.8473668047327788,5.519893363232968e-07,-56.0,0.317329267972027,-0.0042635658914728,0.0671573137074517,1.162746106063642e-05,-0.2514934289127837,1.4445070205808783,0.4692137649776238,0.3501198397997921,-3.0160645401714223,-0.0012681772066283,-0.0040064102564102,0.0537029016890428,1.808855409849676,0.0330578512396695,0.0083333333333333,0.0401146131805156,0.1033434650455926,0.1134969325153374,0.2181208053691274,0.1238390092879255,0.0111420612813371,0.0431034482758621,0.2222222222222221,0.2736842105263157,0.0803571428571428,-0.0716112531969309,0.0,-0.1458823529411764,-0.1897321428571429,-0.2091503267973856,-0.1357142857142858,-0.1124694376528117,-0.2576687116564417,-0.3019230769230769,-0.2484472049689441,-0.2561475409836066,-0.2421711899791232,-0.2210300429184549,-0.3163841807909604,-0.3929765886287626,-0.4228934817170111,-0.3805460750853242,-0.3482944344703771,-0.3447653429602888,-0.4019769357495881,-0.3784246575342466,-0.4135702746365105,-0.3540925266903915,-0.400990099009901,-0.3794871794871794,-0.3919597989949749,-0.4432515337423313,-0.4283464566929134,-0.4078303425774877,-0.3529411764705883,-0.3837011884550084,-0.3214953271028037,-0.4019769357495881,-0.4192,-0.3686956521739131,-0.3586572438162544,-0.3586572438162544
DOQX_41-L^J16,22.0,-0.0602110490378647,0.0585645090268604,0.1197982345523329,2.0188980248593755,0.0003712031105321,3.5,0.1257372852763609,0.0014483757500517,0.1812499999999999,3.106008568580055e-07,-0.053589691143383,0.3612172324429721,0.0086405706854581,0.086988815759335,-0.0708779971028906,0.028434940855323,-0.3822629969418959,-0.0113127797115863,0.7717783082025285,0.0465116279069768,0.0886075949367088,0.186206896551724,0.1780821917808219,0.048780487804878,0.1780821917808219,0.34375,0.2374100719424461,0.1025641025641024,0.3650793650793651,0.5087719298245614,0.3129770992366412,0.2374100719424461,0.3870967741935482,0.3129770992366412,0.0617283950617282,-0.1224489795918367,-0.0114942528735632,0.0,0.0424242424242424,-0.0114942528735632,-0.0652173913043479,0.1780821917808219,0.1466666666666667,0.1700680272108843,0.2285714285714286,0.0749999999999999,0.0683229813664596,-0.0652173913043479,-0.0851063829787234,-0.1485148514851485,-0.1962616822429906,-0.2073732718894009,-0.1485148514851485,-0.0337078651685394,-0.1134020618556701,-0.1313131313131312,-0.0851063829787234,-0.0802139037433156,-0.0444444444444445,-0.1041666666666666,-0.0282485875706215,-0.0497237569060774,-0.0899470899470898,-0.144278606965174,-0.1886792452830189,-0.1568627450980392,-0.1809523809523809,-0.0057803468208093
DOS_59-L,16.0,-0.0777196946480664,0.0353395373375558,0.2002692094024755,0.160480283963716,4.732625343665352e-06,4980.8624,-0.0786008055336353,0.0119293038795251,-0.0071762923493623,0.0107803577963249,-0.1228341401955486,61.31851020181675,0.1439134527238351,-0.6077790734349026,-0.2654643987702028,0.0180922749659291,0.042447572912517,-0.4089687361805154,0.912720203886204,-0.0083333333333333,0.0221465076660987,0.0256410256410257,0.1090573012939002,0.1538461538461537,0.171875,0.2244897959183671,0.1428571428571428,0.2345679012345678,0.3015184381778741,0.4184397163120565,0.2371134020618557,0.1406844106463878,0.2096774193548387,0.1811023622047243,0.2931034482758621,0.1516314779270633,0.1516314779270633,0.0526315789473683,-0.0066225165562914,-0.0082644628099173,0.171875,0.1111111111111109,0.1070110701107012,-0.024390243902439,0.0204081632653061,-0.0291262135922329,0.0600706713780918,0.0909090909090908,0.0452961672473868,-0.0066225165562914,0.0563380281690142,0.0657193605683836,0.0948905109489051,0.1583011583011584,0.1152416356877323,0.0563380281690142,0.0563380281690142,0.023890784982935,0.0309278350515462,0.0067114093959732,-0.0654205607476635,-0.0595611285266457,-0.0521327014218009,-0.1124260355029586,-0.1097922848664688,-0.0595611285266457,-0.1124260355029586,-0.0306946688206786
DPCZ_02-L^F20,14.0,-0.1253455827368871,0.0585394570352384,0.0234948551742894,0.5281355008743641,0.0001554327395837,-3.3255,-0.4839150947371674,-0.001864176908294,-0.1312136242438144,3.7531223683382055e-08,-0.1218606868604313,0.0345762387283059,-0.1343449446892844,0.8058649487691478,0.1729678462897398,0.0017220524970384,0.0049390928663905,-0.1941350512308521,6.579111269453247,0.0555555555555555,0.0,-0.3076923076923077,-0.3793103448275862,-0.3571428571428572,-0.25,-0.0526315789473684,-0.4375,-0.4375,-0.4,-0.3571428571428572,-0.3333333333333333,-0.1818181818181818,-0.3076923076923077,-0.3571428571428572,-0.4705882352941177,-0.4705882352941177,-0.28,-0.3793103448275862,-0.4545454545454546,-0.5135135135135136,-0.5135135135135136,-0.5263157894736843,-0.3793103448275862,-0.4705882352941177,-0.4375,-0.55,-0.55,-0.64,-0.625,-0.6326530612244898,-0.6727272727272728,-0.625,-0.6086956521739131,-0.625,-0.6170212765957447,-0.5714285714285714,-0.55,-0.625,-0.6842105263157894,-0.6896551724137931,-0.6842105263157894,-0.6785714285714286,-0.6842105263157894,-0.7142857142857143,-0.7,-0.6896551724137931,-0.6666666666666667,-0.6538461538461539
DPDP_V5-L,7.0,0.0698333472317985,0.0781388428034215,0.120764290849128,0.0728187702079864,-0.0005661983711303,30.28,-99.67002298943868,0.0067817730780625,-0.0676812882322063,1.0999602453496467e-11,0.5540328463797257,0.067955129300581,-153.4423683571943,151.1408040736398,150.83147485987544,0.080937714595424,0.1240945735639028,150.69230769230714,0.4791000582637161,0.2727272727272725,0.1458333333333334,0.0576923076923077,0.0185185185185186,-0.0517241379310343,-0.0517241379310343,-0.0178571428571429,-0.1538461538461538,-0.0677966101694914,0.25,0.8333333333333335,0.774193548387097,0.774193548387097,0.375,0.1956521739130434,0.0,-0.2028985507246375,-0.2253521126760562,-0.367816091954023,-0.4499999999999999,-0.3956043956043955,-0.3292682926829268,-0.2666666666666666,-0.2666666666666666,-0.4086021505376344,-0.5299145299145298,-0.4607843137254901,-0.4387755102040815,-0.4499999999999999,-0.4444444444444444,-0.4761904761904761,-0.4761904761904761,-0.5045045045045045,-0.4954128440366973,-0.5599999999999999,-0.4954128440366973,-0.5217391304347825,-0.5258620689655171,-0.4907407407407407,-0.5089285714285714,-0.5564516129032258,-0.4607843137254901,-0.4499999999999999,-0.4210526315789473,-0.4329896907216494,-0.4210526315789473,-0.4499999999999999,-0.4811320754716981,-0.4859813084112149
DPXL_94-L,21.0,-0.0104381694255111,0.1549688100749343,0.0274919367224696,1.0257261848375812,3.812131556002617e-06,-194.5,0.7929418825274112,0.0029827392303554,-0.3565109206524744,0.0002038418199807,0.1247688458609811,6.845319078983306,-0.0923946370063713,0.2642388788850104,-0.0347422336268743,-0.0001574369268311,-0.0008592910848549,0.2221222482154639,1.808855409849676,-0.0222222222222222,0.0746268656716417,0.1285266457680252,0.0778443113772455,0.1501597444089457,0.1501597444089457,0.0682492581602374,0.0746268656716417,0.0,0.0619469026548673,0.0084033613445377,-0.0999999999999999,-0.0450928381962864,0.0588235294117647,-0.0082644628099173,-0.1469194312796208,-0.2607802874743327,-0.217391304347826,-0.1666666666666667,-0.2035398230088494,-0.2389006342494715,-0.2697768762677484,-0.2622950819672131,-0.2531120331950207,-0.2771084337349397,-0.2307692307692307,-0.2712550607287449,-0.2622950819672131,-0.2241379310344826,-0.150943396226415,-0.1044776119402983,-0.2070484581497796,-0.2070484581497796,-0.2156862745098039,-0.1647331786542922,-0.1469194312796208,-0.1549295774647886,-0.0792838874680307,-0.1346153846153845,-0.0954773869346733,-0.0322580645161291,0.0227272727272727,0.0055865921787709,-0.0624999999999998,-0.1387559808612439,-0.150943396226415,-0.1469194312796208,-0.1666666666666667,-0.0575916230366491
DRNQ_D0-L^A11,15.0,-0.0482754199256314,0.556534186594813,-0.2812700262161375,0.6473425099278464,0.0002547391025796,-1.5864999999999998,1.4275183856600655,-0.0031262003328923,-0.1911795126391129,3.4646728217746045e-10,0.4434163701067615,0.0500249285227352,-0.0546399761369875,0.4448079486247426,-0.4761347482295951,-0.0436196475695922,-0.0568625710227272,0.5019508057675999,1.808855409849676,0.0086956521739129,-0.0254237288135593,-0.0495867768595041,0.1855670103092783,0.236559139784946,0.3529411764705881,0.1794871794871795,0.2777777777777777,0.3372093023255813,0.8253968253968254,1.3469387755102038,0.7968749999999998,0.7424242424242422,0.9491525423728812,0.8399999999999999,0.6666666666666667,0.3529411764705881,0.3068181818181816,0.7037037037037035,0.329479768786127,0.6083916083916083,0.5972222222222221,0.513157894736842,0.554054054054054,0.8699186991869918,0.619718309859155,0.3529411764705881,0.2777777777777777,0.3068181818181816,0.236559139784946,0.2499999999999997,0.2041884816753927,0.2637362637362637,0.292134831460674,0.619718309859155,0.6546762589928057,0.9827586206896552,0.7692307692307689,0.8253968253968254,0.1794871794871795,0.292134831460674,0.2499999999999997,0.236559139784946,0.1557788944723617,0.0952380952380951,0.1274509803921568,0.1794871794871795,0.1004784688995215,0.0087719298245614
DVX_M7-L^C10,21.0,-0.0861157953906689,0.0385041210480993,0.0979133226324237,1.0282701559243923,0.0001791947857086,56.0,0.1652035161455674,0.0005732933497971,-0.0056785917092561,1.7531396165610034e-05,-0.140645401977243,6.284292122354242,0.061983328359295,0.1345415262954991,-0.0631755175151132,0.0123433345993163,0.0316558441558441,0.1097696879643387,0.6799711942135643,0.0426065162907267,-0.009925558312655,0.0217669654289374,-0.0074626865671639,0.3830155979202774,0.3571428571428572,0.4915887850467291,0.4777777777777778,0.5677799607072693,0.5,0.5,0.4562043795620438,0.3168316831683169,0.5142314990512336,0.3830155979202774,0.4326750448833034,0.2586750788643535,0.33,0.2768000000000001,0.1804733727810652,-0.111358574610245,-0.1083798882681562,-0.0817031070195626,-0.0993227990970653,-0.1773195876288659,-0.1832139201637665,-0.1823770491803278,-0.1043771043771043,-0.1269146608315098,-0.1023622047244094,-0.2378223495702005,-0.2931798051372896,-0.2289855072463767,-0.2267441860465116,-0.0589622641509434,-0.1152993348115298,-0.0655737704918031,-0.0135970333745364,-0.0373944511459588,-0.0931818181818182,-0.0859106529209622,-0.0196560196560197,-0.0291970802919708,0.0,-0.0611764705882352,-0.1083798882681562,-0.1259583789704271,-0.0720930232558139,-0.0710128055878928
FRZJ_44-L,21.0,0.0862610682662096,0.0939024390243902,0.3133612941881366,1.9077183352222096,4.642425095719655e-05,16.35,-0.3064659472414838,0.0116534137647381,0.003030303030303,2.5712114947200705e-07,0.1946088099934253,0.3166811591804497,0.0214350924352701,-0.2599471090275272,0.0202559472403235,0.0369458128078817,0.0842696629213483,0.0691489361702128,0.7104085603039981,-0.04089219330855,0.0611439842209071,0.2062780269058295,0.1772428884026258,0.219954648526077,0.2870813397129188,0.4120734908136483,0.5371428571428571,0.7933333333333332,0.7243589743589742,0.8299319727891157,0.7755775577557757,1.0456273764258557,1.3189655172413794,1.2510460251046025,0.977941176470588,0.6656346749226005,0.8114478114478112,1.1349206349206349,0.7524429967426711,0.729903536977492,0.691823899371069,0.670807453416149,0.7133757961783438,0.9925925925925924,0.9078014184397164,0.6971608832807572,0.8175675675675675,0.7133757961783438,0.7133757961783438,0.7933333333333332,0.6452599388379205,0.6156156156156156,0.7639344262295082,0.9145907473309608,0.8424657534246576,0.7581699346405228,0.8361774744027302,0.9635036496350362,1.0378787878787876,1.0149812734082395,1.0149812734082395,1.1015625,0.985239852398524,0.9635036496350362,1.1606425702811245,0.8551724137931034,0.8424657534246576,0.8551724137931034
FSAJ_L2-L,21.0,-0.1371222932307501,0.0709714532249946,0.1740309533828961,1.259091925491529,8.336755944102774e-05,12.35,-0.0974379606059005,0.0020496649586125,-0.1162687886825817,1.5769455402072528e-06,-0.1402608695652173,0.969831563547318,0.0376046465820315,0.1933364196386814,-0.0093215415686064,0.0266629245018243,0.1175742574257425,-0.0573382430299842,0.7474379496921089,0.0623946037099494,0.0349040139616054,0.2151639344262295,0.1931589537223339,0.1673228346456692,0.4570024570024569,0.6751412429378529,0.449877750611247,0.4862155388471176,0.8134556574923546,0.9766666666666666,0.9442622950819672,0.9067524115755627,1.0662020905923342,0.7754491017964071,0.3758700696055685,0.033101045296167,0.1789264413518885,0.2052845528455285,0.0277296360485268,0.1360153256704981,0.0940959409594095,0.3266219239373602,0.3207126948775054,0.3177777777777777,0.1789264413518885,-0.0748829953198129,-0.0116666666666667,-0.0904907975460123,-0.1188707280832096,-0.1405797101449276,-0.1636107193229902,-0.0918836140888209,-0.1188707280832096,0.0313043478260868,-0.0357723577235773,0.0241796200345423,0.0085034013605442,-0.0214521452145214,0.0224137931034482,0.0277296360485268,0.0349040139616054,0.0259515570934254,0.033101045296167,-0.077760497667185,-0.0918836140888209,-0.0294599018003274,-0.0116666666666667,0.0313043478260868
