month,invested,outlier,first,second,rest,total,number of clusters
1990-01,138,391,28,20,1514,1953,517
1990-02,54,392,22,19,1525,1958,524
1990-03,188,384,34,19,1484,1921,518
1990-04,160,386,33,19,1489,1927,512
1990-05,78,390,27,22,1512,1951,522
1990-06,188,394,29,26,1520,1969,538
1990-07,164,396,34,15,1536,1981,535
1990-08,138,402,32,21,1554,2009,547
1990-09,4,401,26,22,1556,2005,564
1990-10,0,404,19,18,1580,2021,595
1990-11,186,408,22,16,1591,2037,575
1990-12,74,425,22,21,1658,2126,579
1991-01,106,430,27,21,1671,2149,573
1991-02,98,433,43,18,1672,2166,585
1991-03,136,423,21,17,1651,2112,569
1991-04,166,428,30,27,1654,2139,562
1991-05,12,432,31,22,1674,2159,565
1991-06,112,437,40,28,1678,2183,578
1991-07,2,443,39,23,1711,2216,572
1991-08,54,448,45,23,1724,2240,568
1991-09,128,444,35,19,1721,2219,563
1991-10,46,446,30,21,1733,2230,571
1991-11,74,447,23,21,1742,2233,584
1991-12,0,459,37,23,1776,2295,560
1992-01,74,458,30,18,1782,2288,565
1992-02,92,457,36,19,1772,2284,566
1992-03,0,447,29,22,1734,2232,554
1992-04,192,448,31,27,1731,2237,549
1992-05,242,449,23,20,1752,2244,546
1992-06,28,455,39,28,1754,2276,556
1992-07,236,459,27,22,1787,2295,583
1992-08,34,461,30,23,1791,2305,592
1992-09,212,456,29,21,1773,2279,588
1992-10,198,457,31,18,1778,2284,611
1992-11,54,459,35,24,1776,2294,597
1992-12,0,470,38,23,1818,2349,580
1993-01,154,469,44,22,1808,2343,601
1993-02,156,472,39,19,1828,2358,599
1993-03,238,459,23,21,1790,2293,579
1993-04,220,461,30,23,1792,2306,584
1993-05,118,463,28,20,1803,2314,585
1993-06,144,464,31,21,1801,2317,590
1993-07,8,467,33,27,1807,2334,606
1993-08,148,468,37,21,1813,2339,606
1993-09,176,461,31,28,1782,2302,588
1993-10,150,461,28,27,1790,2306,589
1993-11,136,463,26,21,1805,2315,589
1993-12,20,475,32,26,1842,2375,645
1994-01,184,478,34,20,1858,2390,642
1994-02,202,478,28,24,1859,2389,637
1994-03,244,466,29,23,1813,2331,619
1994-04,226,467,23,22,1823,2335,626
1994-05,112,471,24,23,1837,2355,635
1994-06,186,469,38,33,1805,2345,633
1994-07,250,473,40,19,1833,2365,646
1994-08,120,477,29,25,1851,2382,642
1994-09,94,470,23,19,1837,2349,630
1994-10,42,467,19,18,1837,2341,631
1994-11,152,468,24,20,1825,2337,634
1994-12,98,475,39,24,1838,2376,626
1995-01,164,477,41,20,1844,2382,629
1995-02,204,476,28,26,1850,2380,611
1995-03,228,470,35,31,1815,2351,614
1995-04,140,472,33,30,1824,2359,625
1995-05,112,476,39,23,1840,2378,632
1995-06,40,470,35,22,1820,2347,615
1995-07,44,475,30,28,1839,2372,605
1995-08,180,479,34,25,1857,2395,597
1995-09,218,477,38,26,1841,2382,613
1995-10,256,479,28,21,1865,2393,620
1995-11,218,483,28,24,1881,2416,647
1995-12,250,535,34,27,2076,2672,713
1996-01,122,537,33,25,2091,2686,708
1996-02,124,542,27,22,2117,2708,716
1996-03,210,499,35,22,1938,2494,668
1996-04,16,508,27,25,1977,2537,678
1996-05,154,512,23,22,2003,2560,667
1996-06,262,514,26,24,2012,2576,668
1996-07,290,574,28,24,2241,2867,728
1996-08,44,579,30,29,2257,2895,782
1996-09,198,562,32,29,2185,2808,729
1996-10,262,567,31,25,2209,2832,752
1996-11,96,572,28,23,2238,2861,756
1996-12,236,597,35,31,2322,2985,764
1997-01,78,598,31,30,2332,2991,780
1997-02,208,598,31,29,2333,2991,761
1997-03,256,570,31,24,2222,2847,748
1997-04,70,579,28,26,2262,2895,735
1997-05,246,581,22,19,2282,2904,755
1997-06,216,586,29,24,2291,2930,755
1997-07,154,593,27,20,2325,2965,782
1997-08,184,600,29,27,2345,3001,770
1997-09,272,588,28,26,2296,2938,724
1997-10,212,593,30,19,2321,2963,735
1997-11,140,596,26,23,2334,2979,744
1997-12,62,627,31,27,2451,3136,793
1998-01,114,638,39,24,2486,3187,809
1998-02,138,644,37,25,2511,3217,811
1998-03,34,636,25,23,2496,3180,828
1998-04,32,640,36,26,2499,3201,838
1998-05,90,644,25,24,2527,3220,845
1998-06,134,633,21,18,2491,3163,829
1998-07,196,634,34,26,2474,3168,814
1998-08,484,636,30,25,2486,3177,815
1998-09,444,623,25,21,2447,3116,831
1998-10,234,625,25,20,2454,3124,835
