month,invested,outlier,first,second,rest,total,number of clusters
1990-01,14,976,16,13,948,1953,469
1990-02,10,979,19,12,948,1958,482
1990-03,32,960,14,9,938,1921,453
1990-04,12,963,18,9,937,1927,452
1990-05,6,975,15,11,950,1951,455
1990-06,16,983,14,13,959,1969,473
1990-07,20,990,18,12,961,1981,465
1990-08,12,1004,15,10,980,2009,471
1990-09,2,1002,11,10,982,2005,481
1990-10,0,1010,13,10,988,2021,490
1990-11,22,1018,14,11,994,2037,507
1990-12,12,1063,12,11,1040,2126,478
1991-01,10,1074,13,11,1051,2149,510
1991-02,4,1083,14,13,1056,2166,498
1991-03,14,1056,17,12,1027,2112,476
1991-04,24,1069,14,13,1043,2139,469
1991-05,4,1079,14,12,1054,2159,472
1991-06,12,1091,17,12,1063,2183,481
1991-07,0,1108,16,14,1078,2216,496
1991-08,8,1120,15,11,1094,2240,492
1991-09,20,1108,12,11,1088,2219,504
1991-10,6,1115,17,10,1088,2230,514
1991-11,4,1116,13,9,1095,2233,516
1991-12,0,1147,16,13,1119,2295,537
1992-01,14,1144,20,10,1114,2288,514
1992-02,12,1142,21,11,1110,2284,518
1992-03,0,1116,17,11,1088,2232,500
1992-04,24,1118,16,13,1090,2237,508
1992-05,30,1122,13,11,1098,2244,515
1992-06,8,1138,12,11,1115,2276,528
1992-07,24,1147,15,14,1119,2295,524
1992-08,2,1152,16,11,1126,2305,523
1992-09,18,1139,17,13,1110,2279,515
1992-10,24,1142,22,12,1108,2284,509
1992-11,0,1146,20,11,1117,2294,520
1992-12,0,1174,25,12,1138,2349,539
1993-01,10,1171,21,12,1139,2343,525
1993-02,14,1179,13,12,1154,2358,527
1993-03,28,1146,16,13,1118,2293,510
1993-04,20,1153,16,11,1126,2306,514
1993-05,16,1157,16,13,1128,2314,513
1993-06,22,1157,23,16,1121,2317,516
1993-07,2,1167,14,13,1140,2334,535
1993-08,16,1169,26,14,1130,2339,527
1993-09,36,1151,13,11,1127,2302,518
1993-10,14,1153,16,10,1127,2306,514
1993-11,20,1157,13,9,1136,2315,513
1993-12,0,1187,21,19,1148,2375,533
1994-01,24,1195,16,13,1166,2390,527
1994-02,32,1194,18,16,1161,2389,532
1994-03,26,1165,22,9,1135,2331,537
1994-04,32,1167,17,13,1138,2335,530
1994-05,8,1177,17,13,1148,2355,528
1994-06,20,1172,17,14,1142,2345,514
1994-07,50,1182,13,10,1160,2365,541
1994-08,20,1191,18,11,1162,2382,540
1994-09,10,1174,14,10,1151,2349,549
1994-10,4,1170,13,12,1146,2341,539
1994-11,18,1168,18,11,1140,2337,540
1994-12,8,1188,21,11,1156,2376,523
1995-01,20,1191,15,14,1162,2382,532
1995-02,16,1190,22,12,1156,2380,531
1995-03,24,1175,18,15,1143,2351,520
1995-04,16,1178,12,11,1158,2359,524
1995-05,16,1189,18,17,1154,2378,526
1995-06,10,1173,17,14,1143,2347,533
1995-07,10,1186,17,14,1155,2372,527
1995-08,14,1197,15,14,1169,2395,545
1995-09,26,1191,13,12,1166,2382,526
1995-10,22,1196,17,12,1168,2393,522
1995-11,24,1208,18,14,1176,2416,546
1995-12,24,1336,16,13,1307,2672,575
1996-01,26,1343,17,15,1311,2686,583
1996-02,10,1354,17,16,1321,2708,584
1996-03,28,1247,13,12,1222,2494,567
1996-04,4,1268,12,11,1246,2537,562
1996-05,22,1280,19,12,1249,2560,559
1996-06,38,1288,15,14,1259,2576,588
1996-07,50,1433,20,13,1401,2867,652
1996-08,6,1447,21,13,1414,2895,656
1996-09,22,1403,14,12,1379,2808,648
1996-10,42,1416,14,13,1389,2832,630
1996-11,8,1429,13,12,1407,2861,663
1996-12,40,1492,21,13,1459,2985,648
1997-01,14,1495,13,12,1471,2991,671
1997-02,16,1495,15,13,1468,2991,670
1997-03,44,1423,13,12,1399,2847,622
1997-04,16,1447,13,11,1424,2895,652
1997-05,40,1452,11,10,1431,2904,668
1997-06,24,1465,13,12,1440,2930,660
1997-07,20,1482,12,11,1460,2965,668
1997-08,26,1500,17,11,1473,3001,672
1997-09,30,1469,15,14,1440,2938,662
1997-10,26,1481,15,12,1455,2963,664
1997-11,20,1489,15,14,1461,2979,671
1997-12,14,1568,28,11,1529,3136,708
1998-01,18,1593,14,13,1567,3187,726
1998-02,18,1608,32,12,1565,3217,747
1998-03,2,1590,12,11,1567,3180,729
1998-04,6,1600,17,14,1570,3201,728
1998-05,12,1610,15,11,1584,3220,741
1998-06,22,1581,17,12,1553,3163,744
1998-07,26,1584,13,10,1561,3168,769
1998-08,62,1588,21,10,1558,3177,779
1998-09,70,1558,13,11,1534,3116,744
1998-10,36,1562,14,10,1538,3124,736
1998-11,2,1573,14,13,1546,3146,733
1998-12,14,1572,17,11,1545,3145,720
1999-01,12,1578,13,12,1553,3156,728
1999-02,16,1580,14,12,1555,3161,718
1999-03,34,1658,14,12,1633,3317,740
1999-04,20,1658,13,12,1633,3316,737
1999-05,2,1657,13,12,1632,3314,738
1999-06,30,1634,14,13,1608,3269,732
1999-07,12,1648,11,10,1628,3297,732
1999-08,10,1657,18,12,1627,3314,726
1999-09,32,1656,17,11,1628,3312,718
1999-10,16,1671,19,13,1640,3343,720
1999-11,4,1695,22,14,1660,3391,721
1999-12,8,1789,22,15,1752,3578,764
2000-01,20,1804,19,18,1768,3609,760
2000-02,10,1804,32,13,1759,3608,745
2000-03,70,1530,17,12,1502,3061,688
2000-04,2,1541,16,13,1512,3082,692
2000-05,24,1554,15,13,1528,3110,701
2000-06,36,1535,18,13,1505,3071,687
2000-07,44,1551,20,16,1515,3102,697
2000-08,22,1560,24,15,1523,3122,701
2000-09,62,1522,18,14,1491,3045,707
